"Mahonia microphylla","Mahonia napaulensis","Mahonia bealei","Mahonia longibracteata","Mahonia decipiens","Mahonia japonica","Mahonia shenii","Mahonia cardiophylla","Mahonia bodinieri","Mahonia oiwakensis","Mahonia nitens","Mahonia bracteolata","Mahonia breviracema","Mahonia imbricata","Mahonia subimbricata","Mahonia sheridaniana","Mahonia philippinensis","Mahonia monyulensis","Mahonia polyodonta","Mahonia calamicaulis subsp. kingdon-wardiana","Mahonia gracilipes","Mahonia leptodonta","Mahonia duclouxiana","Mahonia taronensis","Mahonia paucijuga","Mahonia fordii","Mahonia hancockiana","Mahonia fortunei","Mahonia eurybracteata subsp. ganpinensis","Mahonia setosa","Mahonia nervosa","Mahonia retinervis","Mahonia conferta","Mahonia chochoco","Mahonia dictyota","Mahonia alpina","Mahonia volcania","Mahonia repens","Mahonia pumila","Mahonia gracilis","Mahonia lanceolata","Mahonia pallida","Mahonia hartwegii","Mahonia aquifolium","Mahonia pinnata","Mahonia moranensis"
0,2.5,7.9,1.9,1,7.3,1,1.2,2.1,2.1,2.1,2.1,2,2.2,2.2,2.4,2.1,2,3.3,3.3,2.2,0.9,1,1.4,1.4,1.3,1.4,0.6,0.4,0.5,1.2,0.8,2,0,4,2.08,0.8,0.8,3.6,2.8,1.6,0.2,0.2,3.3,4.6,3.2
0,1.6,7.2,1.4,0.9,6.6,0.7,1.6,2.6,2.6,2.4,2.4,2.2,2.8,2.8,3,2.7,3.1,1.9,2.9,1.5,1,1,1.1,1.2,1.2,1.3,1.1,0.9,0.9,1.8,1.1,2.8,0,2.8,3.01,1,1.4,3.7,3.3,1,0.8,0.7,3.8,6.2,2.9
0,0.8,3.6,0.8,0.9,3.1,0.9,1.4,2.2,1.8,1.8,1.8,1.5,2,2.3,2.3,1.9,2.9,1.9,2.1,1.1,0.5,0.6,1.2,1.2,1,1,1,0.8,0.8,1.5,1.1,1.5,0,3.1,2.64,1.1,1.5,3.7,2.1,1.7,0.2,0.2,2.1,3.7,3.9
0,1.6,7,1.3,0.8,6.4,0.7,1.6,2.6,2.6,2.4,2.3,2.1,2.8,2.8,3,2.6,3,1.8,2.8,1.4,0.9,0.9,1.1,1.1,1.1,1.3,1.1,0.8,0.8,1.7,1,2.7,0,2.7,2.97,1,1.3,3.6,3.3,0.9,0.8,0.6,3.7,6.1,2.8
0,3.4,10.7,3,2.1,9.6,2.1,2.8,3.1,3.3,2.9,3,2.7,3.4,3.4,4.6,3.1,2.4,4.9,4.9,3.7,1.2,1.9,2.3,2,1.9,2.4,2.2,1.4,1.1,3.4,1.5,3.2,0,5.2,3.28,1.5,1.5,4.6,4.4,2.6,0.6,0.6,4.3,6.8,3.6
0,2.4,10,2.3,1.3,5.1,1.6,1.7,2.6,2.2,2.2,2.2,1.7,2.6,2.7,2.7,2.2,3.2,2.2,2.5,1.5,0.8,0.8,1.7,1.7,1.2,1.3,1.3,1.2,1.2,2.2,1.3,2.2,0,3.3,3.96,1.3,2.2,4.2,3.1,2.2,0.4,0.4,3.1,4.2,4.3
0,3,9.4,2.5,1.6,8.5,1.6,2.1,2.6,2.7,2.5,2.6,2.4,2.8,2.8,3.6,2.6,2.2,4.1,4.1,3,1,1.5,1.9,1.7,1.6,1.9,1.4,0.9,0.8,2.4,1.2,2.6,0,4.6,2.72,1.2,1.2,4.1,3.6,2.1,0.4,0.4,3.8,5.8,3.4
0,2.3,7.4,1.7,0.8,6.9,0.8,0.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,2,1.9,1.9,3,3,1.9,0.8,0.8,1.2,1.2,1.2,1.2,0.3,0.2,0.4,0.8,0.7,1.7,0,3.7,1.86,0.7,0.7,3.4,2.5,1.4,0.1,0.1,3.1,4.2,3.1
0,1.1,5.4,0.8,0.7,4.8,0.4,1.4,1.8,1.4,1.4,2,1.7,2.6,2.6,1.9,1.7,2.7,1.1,2.1,1,0.2,0.4,0.8,1,0.8,1,0.7,0.7,0.7,1.1,0.9,2.1,0,2.1,2.71,0.9,1,2.9,2.8,0.7,0.7,0.4,3.1,5.2,2.4
0,3.7,11.4,3.3,1.2,9.8,1.2,2,3.4,3.6,3.1,3.3,2.8,3.1,3.1,5.2,3.3,4.2,5.3,5.3,4.1,1.3,1.3,1.4,1.5,1.5,2.7,1.8,1.2,1.2,3.1,1.3,4.1,0,4.1,3.58,1.6,2,4.9,4.8,1.4,1.2,0.7,4.6,7.4,3.7
0,1,5,0.6,0.6,4.4,0.3,1.3,2.3,2.3,2,1.9,1.6,2.6,2.6,2.6,2.2,2.2,0.9,1.9,0.9,0.1,0.3,0.7,0.9,0.7,0.9,0.6,0.6,0.6,0.9,0.9,1.9,0,1.9,2.63,0.9,0.9,2.6,2.6,0.6,0.6,0.3,2.9,4.9,2.3
0,2.5,8,2,1.1,7.4,1.1,1.2,2.1,2.2,2.1,2.1,2.1,2.2,2.2,2.5,2.1,2,3.3,3.3,2.3,0.9,1,1.4,1.4,1.3,1.4,0.6,0.4,0.5,1.3,0.9,2,0,4,2.11,0.9,0.9,3.6,2.8,0.7,0.7,0.2,3.3,4.7,3.2
0,2.4,10.3,2.4,1.3,5.3,1.6,1.7,2.7,2.2,2.2,2.2,1.7,2.6,2.7,2.7,2.2,3.2,2.2,2.6,1.6,0.8,0.8,1.8,1.8,1.2,1.3,1.3,1.3,1.3,2.2,1.3,2.2,0,3.3,4.09,1.3,2.2,4.3,3.2,2.3,0.4,0.4,3.2,4.3,4.3
0,0.8,3.5,0.7,0.8,2.9,0.9,1.3,2.1,1.7,1.7,1.7,1.5,1.9,2.2,2.2,1.9,2.9,1.9,2,1,0.4,0.5,1.2,1.2,0.9,1,1,0.7,0.7,1.5,1,1.5,0,3,2.49,1,1.5,3.6,2,1.6,0.2,0.2,2,3.6,3.8
0,2.3,9.6,2.2,1.2,4.7,1.5,1.6,2.6,2.1,2.1,2.1,1.7,2.5,2.6,2.6,2.1,3.1,2.9,2.5,2.1,0.7,0.8,1.6,1.6,1.2,1.7,1.2,1.2,1.2,2.8,1.2,3.8,0,3.8,3.4,1.1,2.1,4.1,2.9,2.1,0.3,0.3,4.7,7.5,3.5
0,3.3,10.3,2.8,1.9,9.3,1.9,2.6,3,3.1,2.8,2.9,2.6,3.2,3.2,4.3,3,2.3,4.7,4.7,3.5,1.1,1.8,2.1,1.9,1.8,2.3,2,1.3,1,3.1,1.4,3,0,5,3.11,1.4,1.4,4.5,4.2,2.5,0.6,0.5,4.2,6.5,3.5
0,2.9,9.1,2.4,1.5,8.3,1.5,1.9,2.5,2.6,2.4,2.5,2.3,2.7,2.7,3.3,2.5,2.1,3.9,3.9,2.9,1,1.4,1.8,1.6,1.6,1.8,1.2,0.8,0.8,2.1,1.1,2.5,0,4.5,2.59,1.1,1.1,4,3.4,2,0.4,0.3,3.7,5.5,3.3
0,1.8,7.8,1.6,0.9,3.2,1,1.4,2.2,1.8,1.8,1.8,1.5,2,2.3,2.3,1.9,2.9,1.9,2.1,1.1,0.5,0.6,1.3,1.3,1,1,1,0.8,0.8,1.6,1.1,1.6,0,3.1,2.71,1.1,1.6,3.7,2.2,1.7,0.2,0.2,2.2,3.7,3.9
0,1.8,8,1.6,1,7.4,0.8,1.7,2.3,1.8,1.8,2.5,2.4,2.9,2.9,2.3,2,3,2.2,2.2,1.7,0.5,0.6,1.3,1.3,1,1.4,1.1,0.9,0.9,2.1,1.1,3.1,0,3.1,3.13,1,1.6,3.8,2.3,1.8,0.3,0.3,4.1,6.6,3.1
0,2.2,9.4,2.1,1.1,8.8,1,1.9,3.1,3.2,2.9,3,2.6,3,3,3.4,3.1,3.8,2.8,3.8,2,1.2,1.2,1.3,1.4,1.4,2.4,1.6,1.1,1.1,2.7,1.2,3.7,0,3.7,3.37,1,1.8,4.8,4,1.3,1,1,4.6,7.4,3.4
0,2.3,7.3,1.7,0.8,6.8,0.8,0.8,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,2.9,2.9,1.9,0.8,0.8,1.2,1.2,1.2,1.2,0.2,0.2,0.4,0.7,0.7,1.7,0,3.7,1.83,0.7,0.7,3.4,2.4,1.4,0.1,0.1,3.1,4.1,3.1
0,0.8,3.7,0.8,0.9,3.1,0.9,1.4,2.2,1.8,1.8,1.8,1.5,2,2.3,2.3,1.9,2.9,1.9,2.1,1.1,0.5,0.6,1.2,1.2,1,1,1,0.8,0.8,1.5,1.1,1.5,0,3.1,2.65,1.1,1.5,3.7,2.2,1.7,0.2,0.2,2.2,3.7,3.9
0,3.7,11.5,3.3,2.4,10.2,2.4,3.3,3.4,3.6,3.1,3.3,2.8,3.8,3.8,5.2,3.4,2.5,5.3,5.3,4.1,1.3,2.2,2.5,2.2,2,2.7,2.6,1.7,1.2,4,1.6,3.6,0,5.6,3.6,1.6,1.6,4.9,4.8,2.9,0.7,0.7,4.6,7.4,3.7
0,2.5,8,2,1.1,7.4,1.1,1.2,2.2,2.2,2.1,2.1,2.1,2.2,2.2,2.5,2.2,2,3.3,3.3,2.3,0.9,1,1.4,1.4,1.3,1.5,0.6,0.5,0.5,1.3,0.9,2,0,4,2.14,0.9,0.9,3.7,2.8,1.7,0.2,0.2,3.4,4.7,3.2
0,2.4,10,2.3,1.2,9.4,1.1,2,3,3,2.9,2.9,2.9,3,3,3.5,3.2,4.1,3,4,2.2,1.3,1.3,1.3,1.5,1.5,1.7,1.7,1.2,1.2,2.9,1.2,3.9,0,3.9,3.47,1.1,1.9,5.1,4.2,1.4,1.1,1.1,4.8,7.7,3.6
0,3.3,10.4,2.9,2,9.4,2,2.7,3,3.2,2.8,2.9,2.6,3.3,3.3,4.4,3,2.3,4.7,4.7,3.6,1.2,1.2,1.2,1.4,1.4,2.3,1.5,1.1,1.1,2.6,1.2,3.6,0,3.6,3.16,1.4,1.7,4.5,4.2,1.2,1,0.5,4.2,6.6,3.5
0,2.3,9.7,2.2,1.2,4.8,1.5,1.6,2.6,2.1,2.1,2.1,1.7,2.5,2.6,2.6,2.2,3.2,2.2,2.5,1.5,0.7,0.8,1.7,1.7,1.2,1.3,1.3,1.2,1.2,2.1,1.3,2.1,0,3.3,3.77,1.3,2.1,4.1,2.9,2.1,0.3,0.3,2.9,4.1,4.2
0,1.3,6,1,0.7,5.4,0.5,1.4,2.4,2.4,2.2,2.1,1.9,2.7,2.7,2.8,2.4,2.6,1.4,2.4,1.2,0.2,0.4,0.9,1,0.8,1.1,0.8,0.7,0.7,1.3,1,2.3,0,2.3,2.8,0.9,1.1,3.1,2.9,0.8,0.7,0.5,3.3,5.5,2.6
0,1.2,5.1,1.3,1.3,5.3,1.6,1.7,2.7,2.2,2.2,2.2,1.7,2.6,2.7,2.7,2.2,3.2,2.2,2.6,1.6,0.8,0.8,1.8,1.8,1.2,1.3,1.3,1.3,1.3,2.2,1.3,2.2,0,3.3,4.08,1.3,2.2,4.3,3.2,2.3,0.4,0.4,3.2,4.3,4.3
0,2.5,10.6,2.5,1.3,10,1.2,2.1,2.7,2.2,2.2,3,3,3.1,3.1,2.7,2.3,3.3,3.3,2.6,2.3,0.9,0.9,1.8,1.8,1.3,1.8,1.4,1.3,1.3,3.2,1.3,4.2,0,4.2,3.57,1.1,2.3,4.3,3.3,2.3,0.4,0.4,5.1,8,3.7
0,1.2,5.3,1.3,1.3,5.5,1.7,1.8,2.7,2.2,2.2,2.2,1.8,2.7,2.7,2.7,2.3,3.3,2.3,2.6,1.6,0.9,0.9,1.8,1.8,1.3,1.4,1.4,1.3,1.3,2.3,1.4,2.3,0,3.4,4.23,1.4,2.3,4.3,3.3,2.3,0.4,0.4,3.3,4.3,4.3
0,0.7,3.1,0.6,0.7,2.3,0.7,1.2,2,1.6,1.6,1.6,1.4,1.7,2.1,2.1,1.8,2.8,1.8,1.9,0.9,0.3,0.5,1,1,0.9,0.9,0.9,0.6,0.6,1.3,1,1.3,0,3,2.1,1,1.3,3.5,1.8,1.5,0.2,0.2,1.8,3.5,3.7
0,2.1,9.1,2,1.1,8.5,1,1.9,3,3.2,2.8,3,2.6,3,3,3.4,3,3.8,2.7,3.7,2,1.2,1.2,1.3,1.4,1.4,2.3,1.5,1.1,1.1,2.6,1.2,3.6,0,3.6,3.33,1,1.7,4.7,3.9,1.2,1,0.9,4.5,7.2,3.4
0,1.7,7.5,1.5,0.8,3.1,0.9,1.4,2.2,1.7,1.7,1.7,1.5,2,2.2,2.2,1.9,2.9,1.9,2.1,1.1,0.5,0.6,1.2,1.2,1,1,1,0.8,0.8,1.5,1.1,1.5,0,3.1,2.59,1.1,1.5,3.7,2.1,1.7,0.2,0.2,2.1,3.7,3.8
0,1,4.9,0.6,0.4,0.9,0.2,1,1.7,1.3,1.3,1.3,1.3,1.3,1.8,1.8,1.6,2.6,1.6,1.6,0.6,0.1,0.3,0.7,0.7,0.7,0.7,0.7,0.3,0.3,0.8,0.8,0.8,0,2.8,1.15,0.8,0.8,3.1,1.1,1.1,0.1,0.1,1.1,3.1,3.4
0,1.9,8.3,1.7,1,7.7,0.9,1.8,2.8,2.9,2.6,2.7,2.5,2.9,2.9,3.2,2.9,3.4,2.3,3.3,3.3,1.1,1.1,1.2,1.3,1.3,2.1,1.3,1,1,2.3,1.1,3.3,0,3.3,3.18,1,1.6,4.2,3.7,1.1,0.9,0.8,4.2,6.8,3.1
0,2.7,8.5,2.1,1.2,7.8,1.2,1.5,2.3,2.4,2.2,2.3,2.2,2.4,2.4,2.8,2.3,2.1,3.6,3.6,2.5,0.9,1.2,1.6,1.5,1.4,1.6,0.9,0.6,0.6,1.6,1,2.2,0,4.2,2.32,1,1,3.8,3.1,0.8,0.8,0.3,3.5,5,3.3
0,2.8,8.8,2.3,1.4,8,1.4,1.7,2.4,2.5,2.3,2.4,2.2,2.6,2.6,3.1,2.4,2.1,3.8,3.8,2.7,1,1.3,1.7,1.6,1.5,1.7,1.1,0.7,0.7,1.9,1,2.4,0,4.4,2.47,1,1,3.9,3.3,1.9,0.3,0.3,3.6,5.3,3.3
0,3.6,11.2,3.2,2.3,10,2.3,3.1,3.3,3.5,3,3.2,2.8,3.6,3.6,5,3.3,2.4,5.2,5.2,4,1.2,2.1,2.4,2.2,2,2.6,2.5,1.6,1.2,3.8,1.6,3.4,0,5.4,3.49,1.6,1.6,4.8,4.7,2.8,0.7,0.6,4.5,7.2,3.6
0,0.5,2.3,0.4,0.4,1.1,0.3,1,1.8,1.3,1.3,1.3,1.3,1.4,1.8,1.8,1.6,2.6,1.6,1.7,0.7,0.1,0.3,0.8,0.8,0.7,0.7,0.7,0.4,0.4,0.9,0.8,0.9,0,2.8,1.3,0.8,0.9,3.2,1.2,1.2,0.1,0.1,1.2,3.2,3.4
0,3.4,10.6,2.9,2,9.5,2,2.8,3.1,3.2,2.8,3,2.6,3.4,3.4,4.5,3.1,2.3,4.8,4.8,3.6,1.2,1.9,2.2,2,1.9,2.4,2.1,1.4,1.1,3.3,1.4,3.2,0,5.2,3.22,1.4,1.4,4.6,4.3,2.6,0.6,0.5,4.3,6.7,3.5
0,2.9,9.1,2.4,0.9,6.7,0.7,1.6,2.5,2.6,2.4,2.5,2.3,2.8,2.8,3.3,2.7,3.1,3.9,3.9,2.9,1,1,1.1,1.2,1.2,1.8,1.1,0.9,0.9,1.9,1.1,2.9,0,2.9,2.59,1.1,1.4,3.8,3.4,1,0.8,0.7,3.8,6.2,2.9
0,2.6,8.1,2,0.7,5.3,0.5,1.4,2.2,2.2,2.1,2.2,2.1,2.7,2.7,2.5,2.4,2.6,3.3,3.3,2.3,0.8,0.8,1,1,1,1.5,0.8,0.7,0.7,1.3,1,2.3,0,2.3,2.15,0.9,1.1,3.1,2.9,0.8,0.7,0.5,3.3,5.5,2.6
0,1.2,5.7,0.9,0.5,1.5,0.4,1.1,1.8,1.4,1.4,1.4,1.4,1.5,1.9,1.9,1.7,2.7,1.2,1.7,0.7,0.2,0.4,0.9,0.9,0.8,1,0.8,0.4,0.4,1.2,1,2.2,0,2.2,1.58,0.9,1,3.3,1.4,1.3,0.1,0.1,3.2,5.3,2.5
0,1.3,6.1,1,0.6,1.9,0.5,1.2,1.9,1.5,1.5,1.5,1.4,1.6,2,2,1.7,2.7,1.7,1.8,0.8,0.3,0.4,0.9,0.9,0.8,0.8,0.8,0.5,0.5,1.1,0.9,1.1,0,2.9,1.83,0.9,1.1,3.4,1.6,1.4,0.2,0.2,1.6,3.4,3.6
0,1.5,6.7,1.2,0.8,6.1,0.6,1.5,2,1.6,1.6,2.3,2.1,2.8,2.8,2.1,1.8,2.8,1.7,2.7,1.4,0.3,0.5,1.1,1.1,0.9,1.2,1,0.8,0.8,1.6,1,2.6,0,2.6,2.93,1,1.3,3.5,3.2,0.9,0.8,0.6,3.6,5.9,2.8
0,3.4,10.7,3,2.1,9.6,2.1,2.8,3.1,3.3,2.9,3,2.7,3.4,3.4,4.6,3.1,2.4,4.9,4.9,3.7,1.2,1.9,2.3,2,1.9,2.4,2.2,1.4,1.1,3.4,1.5,3.2,0,5.2,3.27,1.5,1.5,4.6,4.4,2.6,0.6,0.6,4.3,6.8,3.6
0,3.4,10.6,2.9,2,9.5,2,2.8,3.1,3.2,2.8,3,2.6,3.3,3.3,4.5,3.1,2.3,4.8,4.8,3.6,1.2,1.9,2.2,2,1.9,2.4,2.1,1.4,1.1,3.3,1.4,3.1,0,5.1,3.21,1.4,1.4,4.6,4.3,2.6,0.6,0.5,4.3,6.7,3.5
0,2.3,9.8,2.2,1.2,4.9,1.5,1.6,2.6,2.1,2.1,2.1,1.7,2.5,2.6,2.6,2.2,3.2,2.2,2.5,1.5,0.7,0.8,1.7,1.7,1.2,1.3,1.3,1.2,1.2,2.1,1.3,2.1,0,3.3,3.81,1.3,2.1,4.2,3,2.2,0.3,0.3,3,4.2,4.2
0,2.4,10.3,2.4,1.3,5.3,1.6,1.7,2.7,2.2,2.2,2.2,1.7,2.6,2.7,2.7,2.2,3.2,3.1,2.6,1.6,0.8,0.8,1.8,1.8,1.2,1.8,1.3,1.3,1.3,3,1.3,4,0,4,4.08,1.1,2.2,4.3,3.2,2.3,0.4,0.4,5,7.8,3.6
0,0.9,4.1,1,1,3.8,1.2,1.5,2.4,1.9,1.9,1.9,1.6,2.2,2.4,2.4,2,3,2,2.3,1.3,0.6,0.7,1.4,1.4,1.1,1.1,1.1,1,1,1.8,1.2,1.8,0,3.2,3.1,1.2,1.8,3.9,2.5,1.9,0.3,0.3,2.5,3.9,4
0,3.8,11.7,3.3,2.4,10.4,2.4,3.4,3.4,3.6,3.2,3.4,2.9,3.8,3.8,5.4,3.4,2.5,5.4,5.4,4.2,1.3,2.3,2.6,2.3,2.1,2.7,2.7,1.7,1.3,4.2,1.7,3.6,0,5.6,3.68,1.7,1.7,4.9,4.9,2.9,0.8,0.7,4.6,7.6,3.7
0,1.2,5.8,0.9,0.7,5.2,0.4,1.4,1.9,1.4,1.4,2.1,1.8,2.7,2.7,1.9,1.7,2.7,1.3,1.8,1.1,0.2,0.4,0.9,0.9,0.8,1,0.8,0.5,0.5,1.3,1,2.3,0,2.3,2.77,0.9,1,3.3,1.4,1.3,0.1,0.1,3.2,5.4,2.5
0,1.4,6.3,1.1,0.6,2,0.6,1.2,2,1.5,1.5,1.5,1.4,1.6,2,2,1.8,2.8,1.8,1.9,0.9,0.3,0.4,1,1,0.8,0.9,0.9,0.6,0.6,1.2,0.9,1.2,0,2.9,1.91,0.9,1.2,3.4,1.6,1.4,0.2,0.2,1.6,3.4,3.6
0,1.4,6.2,1,0.8,5.6,0.5,1.5,1.9,1.5,1.5,2.2,1.9,2.7,2.7,2,1.8,2.8,1.4,2.4,1.2,0.3,0.4,1,1.1,0.8,1.1,0.9,0.8,0.8,1.4,1,2.4,0,2.4,2.84,0.9,1.2,3.2,3,0.8,0.7,0.5,3.4,5.6,2.6
0,3.3,10.4,2.9,1.1,8.4,1,1.8,3,3.1,2.8,2.9,2.6,2.9,2.9,4.4,3,3.7,4.7,4.7,3.5,1.2,1.2,1.2,1.4,1.4,2.3,1.5,1.1,1.1,2.5,1.2,3.5,0,3.5,3.14,1.4,1.7,4.5,4.2,1.2,1,0.5,4.2,6.6,3.5
0,3.5,10.8,3,2.1,9.7,2.1,2.9,3.1,3.3,2.9,3.1,2.7,3.4,3.4,4.7,3.1,2.4,4.9,4.9,3.7,1.2,2,2.3,2,1.9,2.4,2.2,1.4,1.1,3.5,1.5,3.2,0,5.2,3.3,1.5,1.5,4.6,4.4,2.6,0.6,0.6,4.3,6.9,3.6
0,2.7,8.4,2.1,0.8,5.7,0.5,1.5,2.3,2.3,2.2,2.3,2.1,2.7,2.7,2.8,2.5,2.7,3.5,3.5,2.5,0.9,0.9,1,1.1,1.1,1.6,0.9,0.8,0.8,1.5,1,2.5,0,2.5,2.86,0.9,1.2,3.3,3.1,0.8,0.7,0.5,3.4,5.7,2.7
0,1.2,5.8,0.9,0.7,5.2,0.4,1.4,1.9,1.4,1.4,2.1,1.8,2.7,2.7,1.9,1.7,2.7,1.3,1.8,1.1,0.2,0.4,0.9,1,0.8,1,0.8,0.7,0.7,1.2,1,2.2,0,2.2,2.76,0.9,1.1,3,2.9,0.7,0.7,0.4,3.2,5.4,2.5
0,1.8,7.9,1.6,0.9,7.3,0.8,1.7,2.7,2.7,2.5,2.5,2.3,2.8,2.8,3.1,2.8,3.3,2.1,3.1,1.6,1,1,1.1,1.2,1.2,1.4,1.2,0.9,0.9,2.1,1.1,3.1,0,3.1,3.12,1,1.5,4,3.5,1,0.9,0.7,4,6.5,3
0,1.7,7.4,1.4,0.9,6.8,0.7,1.6,2.6,2.6,2.5,2.4,2.2,2.8,2.8,3.1,2.7,3.1,1.9,2.9,1.5,0.4,0.5,1.2,1.2,0.9,1.3,1.1,0.9,0.9,1.9,1.1,2.9,0,2.9,3.03,1,1.4,3.8,3.4,1,0.8,0.7,3.8,6.3,2.9
0,3.8,11.7,3.4,2.5,10.4,2.5,3.4,3.5,3.6,3.2,3.4,2.9,3.8,3.8,5.4,3.5,2.5,5.4,5.4,4.2,1.3,2.3,2.6,2.3,2.1,2.8,2.7,1.8,1.3,4.2,1.7,3.6,0,5.6,3.69,1.7,1.7,5,4.9,3,0.8,0.7,4.7,7.6,3.7
0,0.6,2.8,0.5,0.6,2,0.5,1.2,1.9,1.5,1.5,1.5,1.4,1.6,2,2,1.8,2.8,1.8,1.8,0.8,0.3,0.4,1,1,0.8,0.9,0.9,0.5,0.5,1.1,0.9,1.1,0,2.9,1.86,0.9,1.1,3.4,1.6,1.4,0.2,0.2,1.6,3.4,3.6
0,2.4,7.6,1.8,0.9,7,0.9,1,2,2,2,2,2,2,2,2.1,2,1.9,3.1,3.1,2.1,0.8,0.9,1.3,1.3,1.3,1.3,0.4,0.3,0.5,0.9,0.8,1.8,0,3.8,1.94,0.8,0.8,3.5,2.6,1.5,0.1,0.1,3.2,4.3,3.1
0,2.6,10.8,2.6,1.3,10.2,1.3,2.1,3.5,3.7,3.2,3.4,2.9,3.1,3.1,3.7,3.4,4.4,3.4,4.4,4.3,1.4,1.4,1.4,1.6,1.6,2.8,1.9,1.3,1.3,3.3,1.3,4.3,0,4.3,3.61,1.1,2.1,5.5,4.5,1.5,1.2,1.2,5.2,8.2,3.8
0,3.3,10.2,2.8,1.9,9.2,1.9,2.6,2.9,3.1,2.7,2.9,2.5,3.2,3.2,4.2,2.9,2.3,4.6,4.6,3.5,1.1,1.8,2.1,1.9,1.8,2.2,1.9,1.2,1,3,1.3,3,0,5,3.07,1.3,1.3,4.4,4.1,2.4,0.6,0.5,4.1,6.4,3.5
0,1.6,7,1.3,0.8,2.6,0.8,1.3,2.1,1.7,1.7,1.7,1.5,1.8,2.2,2.2,1.8,2.8,1.8,2,1,0.4,0.5,1.1,1.1,0.9,0.9,0.9,0.7,0.7,1.4,1,1.4,0,3,2.3,1,1.4,3.6,1.9,1.6,0.2,0.2,1.9,3.6,3.8
0,1.7,7.6,1.5,0.8,3.1,0.9,1.4,2.2,1.7,1.7,1.7,1.5,2,2.2,2.2,1.9,2.9,1.9,2.1,1.1,0.5,0.6,1.2,1.2,1,1,1,0.8,0.8,1.5,1.1,1.5,0,3.1,2.6,1.1,1.5,3.7,2.1,1.7,0.2,0.2,2.1,3.7,3.8
0,2.3,9.9,2.3,1.2,9.3,1.1,2,3.2,3.4,3,3.2,2.7,3,3,3.5,3.2,4,3,4,2.2,1.3,1.3,1.3,1.5,1.5,2.5,1.7,1.2,1.2,2.9,1.2,3.9,0,3.9,3.46,1.1,1.9,5,4.2,1.4,1.1,1.1,4.8,7.7,3.6
0,2,8.7,1.9,1,8.1,0.9,1.8,2.9,3,2.7,2.8,2.5,2.9,2.9,3.3,3,3.6,2.5,3.5,1.8,1.1,1.1,1.2,1.3,1.3,1.5,1.4,1,1,2.4,1.2,3.4,0,3.4,3.25,1,1.7,4.4,3.8,1.2,1,0.9,4.3,7,3.2
0,2.6,8.3,2.1,0.8,5.6,0.5,1.5,2.2,2.3,2.2,2.2,2.1,2.7,2.7,2.7,2.5,2.7,3.5,3.5,2.4,0.9,0.9,1,1.1,1.1,1.5,0.9,0.8,0.8,1.4,1,2.4,0,2.4,2.24,0.9,1.2,3.2,3,0.8,0.7,0.5,3.4,5.6,2.6
0,1.4,6.3,1.1,0.6,2,0.6,1.2,2,1.5,1.5,1.5,1.4,1.6,2,2,1.8,2.8,1.8,1.9,0.9,0.3,0.4,1,1,0.8,0.9,0.9,0.6,0.6,1.2,0.9,1.2,0,2.9,1.91,0.9,1.2,3.4,1.6,1.4,0.2,0.2,1.6,3.4,3.6
0,1.6,7.1,1.3,0.8,2.7,0.8,1.3,2.1,1.7,1.7,1.7,1.5,1.9,2.2,2.2,1.9,2.9,1.9,2,1,0.4,0.5,1.1,1.1,0.9,1,1,0.7,0.7,1.4,1,1.4,0,3,2.38,1,1.4,3.6,2,1.6,0.2,0.2,2,3.6,3.8
0,1.6,7.2,1.4,0.8,2.8,0.8,1.3,2.1,1.7,1.7,1.7,1.5,1.9,2.2,2.2,1.9,2.9,1.9,2,1,0.4,0.5,1.2,1.2,0.9,1,1,0.7,0.7,1.4,1,1.4,0,3,2.41,1,1.4,3.6,2,1.6,0.2,0.2,2,3.6,3.8
0,1.1,4.7,1.1,1.2,4.6,1.4,1.6,2.5,2.1,2.1,2.1,1.7,2.4,2.6,2.6,2.1,3.1,2.1,2.4,1.4,0.7,0.8,1.6,1.6,1.2,1.2,1.2,1.1,1.1,2,1.3,2,0,3.3,3.64,1.3,2,4.1,2.8,2.1,0.3,0.3,2.8,4.1,4.2
0,1.2,5.7,0.9,0.5,1.6,0.4,1.1,1.9,1.4,1.4,1.4,1.4,1.5,1.9,1.9,1.7,2.7,1.7,1.8,0.8,0.2,0.4,0.9,0.9,0.8,0.8,0.8,0.5,0.5,1,0.9,1,0,2.9,1.61,0.9,1,3.3,1.4,1.3,0.1,0.1,1.4,3.3,3.5
0,1.2,5.6,0.8,0.5,1.5,0.4,1.1,1.8,1.4,1.4,1.4,1.4,1.5,1.9,1.9,1.7,2.7,1.7,1.7,0.7,0.2,0.4,0.8,0.8,0.8,0.8,0.8,0.4,0.4,1,0.9,1,0,2.9,1.55,0.9,1,3.3,1.4,1.3,0.1,0.1,1.4,3.3,3.5
0,2.7,8.6,2.2,0.8,6,0.6,1.5,2.4,2.4,2.3,2.3,2.2,2.7,2.7,2.9,2.5,2.8,3.6,3.6,2.6,0.9,0.9,1,1.1,1.1,1.7,1,0.8,0.8,1.6,1,2.6,0,2.6,2.37,1,1.2,3.4,3.1,0.9,0.8,0.6,3.6,5.9,2.7
